ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,2021-02-06,2021-02-06,135,2,50711.8802925725,2,50711.8802925725,109,124,4796287.563160208,103,3,4,128,4,30,101,5,12,118,3,59,73,2,45,88,4,24,107,4,14,117,3,11,121,4,10,121,4,5,126,4,18,113,3,29,103,4,14,117,1,42,92,131,1,3,0,105,4,14,12,123,3,7,2,76,6,22,31,90,4,19,22,111,3,14,7,121,2,6,6,124,4,5,2,125,3,4,3,130,1,3,1,117,5,6,7,106,6,10,13,121,2,5,7,93,7,21,14,10,1,50,74,85,0,22,28,10,0,62,63,73,0,14,48,121,6,7,1,121,3,11,0,132,0,1,2,0,24,3,29,79,12,1,0,122,0,135,0,0,0,0,135,0,0,0,12,0,18,33,24,48,15,13,27,40,40,135,15,15,32,43,30,15,14,18,19,69,15,18,1,13,88,15,13,42,35,30,87,20,28,87,32,16,87,37,11,87,42,6,87,36,12,87,39,9,87,47,1,87,48,0,87,42,6,0,111,0,14,10,111,0,21,3,111,0,20,4,111,0,23,1,111,0,9,15,111,0,21,3,111,0,24,0,111,0,24,111,0,22,2,0,102,0,13,20,102,0,25,8,102,0,33,0,102,0,31,2,102,0,9,24,102,0,24,9,102,0,32,1,102,0,33,0,102,0,32,1,0,135,0,0,135,0,0,135,0,0,135,0,135,0,0,135,0,0,135,0,0,135,0,135,0,0,0,120,1,9,5,120,1,9,5,120,1,12,2,120,1,10,4,120,1,13,1,120,1,8,6,120,1,13,1,15,2,48,42,18,10,17,3,112,3,17,3,108,7,17,3,113,2,17,3,113,2,17,3,95,20,17,3,105,10,17,3,108,7,17,3,103,12,17,3,100,15,17,3,55,60,81,0,0,54,31,0,35,69,0,0,0,107,13,4,11,107,13,5,10,107,8,10,10,107,11,10,7,107,12,5,11,107,10,12,6,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,18,9,55,53,18,10,83,24,18,14,36,67,18,11,65,41,18,14,22,81,18,10,47,60,19,1,79,36,56,0,51,14,8,6,19,0,1,13,39,63,19,2,114,0,21,0,28,86,21,0,73,22,7,5,4,3,21,1,30,15,28,40,22,2,13,42,40,16,135,22,1,11,97,4,23,0,17,93,2,81,1,45,8,53,1,78,3,100,1,31,3,71,2,34,28,114,1,12,8,89,0,44,2,24,0,1,10,24,19,57,24,0,1,6,32,31,41,25,3,30,64,10,3,25,0,3,23,36,48,25,0,18,55,25,12,62,11,54,8,62,32,16,25,62,27,25,21,26,0,66,43,92,0,23,20,114,2,1,0,1,1,5,1,10,49,0,0,15,6,10,2,4,6,17,0,3,4,1,0,4,14,31,4,50,50,0,0,31,0,1,28,20,35,15,5,0,31,5,61,27,11,31,3,24,51,21,4,1,5.853658536585366,6.965739706573958,2.735294117647059,2.0788811607618194,13.485,5.493547638508804,2.24468085106383,1.0126742007347065
BY,BLR,Belarus,2021-02-07,2021-02-07,171,4,71072.89276541786,2,37031.01310276725,115,160,4670491.125289788,124,7,7,157,5,38,128,7,12,152,4,58,109,4,53,114,5,27,139,6,20,145,7,12,152,7,6,158,8,9,154,8,15,148,8,43,120,5,12,154,3,48,120,164,0,5,2,133,3,13,22,159,1,9,2,113,3,23,32,118,1,22,30,144,1,14,12,151,1,10,9,159,0,9,3,165,0,3,3,162,1,8,0,156,0,10,5,128,2,13,28,159,0,9,3,123,3,28,17,11,0,51,109,120,0,15,36,11,3,78,79,93,0,14,64,157,9,5,0,157,5,9,0,166,0,1,4,0,28,1,38,104,11,1,2,157,0,169,0,2,0,0,169,0,2,0,13,0,25,35,35,63,15,15,37,62,42,171,15,14,41,57,44,15,15,18,47,76,15,18,1,25,112,15,13,48,61,34,108,26,37,108,47,16,108,46,17,108,54,9,108,41,22,108,58,5,108,61,2,108,62,1,108,57,6,0,137,0,15,19,137,0,24,10,137,0,32,2,137,0,32,2,137,0,12,22,137,0,31,3,137,0,33,1,137,0,34,137,0,32,2,0,136,0,21,14,136,0,28,7,136,0,35,0,136,0,33,2,136,0,19,16,136,0,29,6,136,0,31,4,136,0,35,0,136,0,32,3,0,171,0,0,171,0,0,171,0,0,171,0,171,0,0,171,0,0,171,0,0,171,0,171,0,0,0,152,1,11,7,152,1,17,1,152,1,17,1,152,1,14,4,152,1,15,3,152,1,12,6,152,1,15,3,17,0,54,60,28,12,18,5,143,5,18,5,139,9,18,5,143,5,18,5,140,8,18,5,115,33,18,5,139,9,18,5,135,13,18,5,127,21,18,5,126,22,18,5,76,72,94,3,3,71,45,2,33,91,0,0,0,133,14,6,18,133,13,7,18,133,15,12,11,133,13,12,13,133,16,5,17,133,12,13,13,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,18,10,59,84,18,8,114,31,18,25,43,85,18,15,77,61,18,22,27,104,18,17,54,82,21,2,87,61,84,0,54,20,10,3,23,2,3,20,56,67,23,0,148,0,30,2,31,108,30,0,94,28,5,4,4,6,30,0,39,27,29,46,32,1,16,49,45,28,171,35,0,26,110,0,36,1,24,109,1,112,3,44,12,58,3,103,7,129,1,35,6,94,3,43,31,145,2,14,10,117,2,47,5,38,1,0,8,27,32,65,38,1,0,9,24,26,73,41,1,44,64,15,6,41,0,1,22,42,65,41,0,18,58,33,21,95,4,57,15,95,18,24,34,95,17,35,24,42,0,79,50,121,0,25,25,147,0,0,0,2,3,3,3,13,68,0,1,14,7,12,1,5,4,11,0,7,8,4,2,6,21,44,5,49,73,0,0,44,1,4,25,40,34,16,7,0,44,3,73,40,11,44,2,37,46,33,4,5,6.9339805825242715,7.9408296276957016,2.9393939393939394,1.6944651431092117,12.318584070796458,5.44660032681866,2.371900826446281,1.0811431558382905
BY,BLR,Belarus,2021-02-08,2021-02-08,160,7,209467.3893617798,4,133625.77071898148,105,148,5273204.273441576,106,2,10,148,1,27,132,3,13,144,3,55,102,4,58,98,4,25,131,4,19,137,2,11,147,3,9,148,3,8,149,2,24,134,3,38,119,3,17,140,2,49,109,150,1,5,4,133,2,14,11,147,0,9,4,105,4,20,31,102,6,20,32,135,1,16,8,141,3,5,11,149,2,7,2,151,1,6,2,152,1,6,1,136,2,20,2,122,3,14,21,143,1,9,7,111,3,20,26,12,0,40,108,125,0,12,23,17,2,81,60,79,2,14,65,146,5,7,2,146,3,11,0,157,0,1,2,0,36,0,38,86,20,1,3,135,1,157,0,2,1,0,158,0,2,0,23,0,17,30,25,65,29,10,20,44,57,160,29,7,29,47,48,29,11,9,27,84,29,11,2,12,106,29,6,44,37,44,97,27,36,97,46,17,97,50,13,97,59,4,97,38,25,97,58,5,97,62,1,97,62,1,97,56,7,0,135,0,11,14,135,0,19,6,135,0,22,3,135,0,22,3,135,0,10,15,135,0,21,4,135,0,22,3,135,0,25,135,0,24,1,0,130,0,12,18,130,0,21,9,130,0,29,1,130,0,28,2,130,0,15,15,130,0,24,6,130,0,28,2,130,0,30,0,130,0,29,1,0,160,0,0,160,0,0,160,0,0,160,0,160,0,0,160,0,0,160,0,0,160,0,160,0,0,0,143,0,11,6,143,0,15,2,143,0,15,2,143,0,14,3,143,0,12,5,143,0,8,9,143,0,16,1,26,2,56,49,13,14,27,5,125,3,27,5,122,6,27,5,124,4,27,5,124,4,27,5,105,23,27,5,119,9,27,5,117,11,27,5,116,12,27,5,115,13,27,5,53,75,100,0,2,58,53,1,30,76,0,0,0,123,16,6,15,123,15,9,13,123,15,13,9,123,16,12,9,123,18,6,13,123,13,12,12,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,29,8,74,49,29,4,99,28,29,14,43,74,29,6,67,58,29,14,24,93,29,8,50,73,36,1,72,51,88,0,32,20,10,10,39,2,1,5,44,69,39,2,119,0,42,1,35,82,42,0,72,29,7,3,6,1,42,1,38,21,30,28,42,2,17,58,22,19,160,42,3,17,98,0,43,1,15,97,4,90,3,63,4,66,4,86,4,121,2,34,3,97,4,49,10,137,1,19,3,113,1,45,1,43,0,2,6,27,23,59,43,0,0,8,30,24,55,44,1,39,60,11,5,44,1,7,13,32,63,44,0,21,44,24,27,98,9,46,7,98,16,21,25,98,11,34,17,47,0,78,35,125,0,14,21,146,0,1,1,1,1,3,0,7,69,0,3,16,5,5,2,2,7,13,0,5,6,0,1,5,21,49,3,48,60,0,0,49,1,6,17,44,23,16,4,0,52,5,72,25,6,52,3,32,53,16,4,0,6.8936170212765955,7.6894958167792975,3.3703703703703702,1.983550587828033,12.17980769230769,5.481024279012521,2.116504854368932,1.031855086285788
BY,BLR,Belarus,2021-02-09,2021-02-09,127,6,166228.8588976973,4,124166.02693577501,88,119,4461598.191265606,90,7,9,111,5,31,91,6,13,108,6,42,79,5,34,88,7,26,94,8,16,103,5,9,113,7,11,109,5,8,114,7,18,102,8,30,89,7,13,107,5,35,87,118,1,7,1,96,2,18,11,114,1,11,1,85,4,13,25,93,2,12,20,101,2,12,12,111,0,4,12,118,1,6,2,116,1,6,4,119,0,6,2,109,0,12,6,97,2,10,18,114,1,7,5,92,2,19,14,8,0,43,76,90,0,14,23,14,1,59,53,69,1,16,41,111,6,8,2,111,7,9,0,120,0,0,6,1,34,1,28,64,17,0,3,107,0,125,0,2,0,0,125,0,2,0,20,0,14,32,18,43,26,7,22,40,32,127,26,5,23,43,30,26,7,8,29,57,26,7,3,16,75,26,5,29,42,25,85,16,26,85,35,7,85,34,8,85,40,2,85,26,16,85,39,3,85,41,1,85,41,1,85,36,6,0,109,0,10,8,109,0,15,3,109,0,16,2,109,0,17,1,109,0,5,13,109,0,16,2,109,0,18,0,109,0,18,109,0,16,2,0,95,0,12,20,95,0,24,8,95,0,29,3,95,0,29,3,95,0,12,20,95,0,24,8,95,0,30,2,95,0,32,0,95,0,30,2,0,127,0,0,127,0,0,127,0,0,127,0,127,0,0,127,0,0,127,0,0,127,0,127,0,0,0,114,0,7,6,114,0,11,2,114,0,10,3,114,0,9,4,114,0,12,1,114,0,6,7,114,0,11,2,26,1,40,44,12,4,27,4,90,6,27,4,91,5,27,4,95,1,27,4,90,6,27,4,78,18,27,4,86,10,27,4,82,14,27,4,86,10,27,4,78,18,27,4,49,47,72,0,3,52,36,0,30,61,0,0,0,99,14,4,10,99,17,6,5,99,11,10,7,99,15,5,8,99,17,3,8,99,15,6,7,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,29,9,54,35,29,4,73,21,29,15,31,52,29,9,60,29,29,14,26,58,29,10,43,45,29,0,68,30,59,0,36,10,11,11,29,0,1,8,46,43,29,0,98,0,29,1,25,72,29,0,63,22,11,2,0,0,29,0,24,20,22,32,30,2,16,35,33,11,127,30,1,13,83,0,30,0,16,79,2,73,2,49,3,54,3,65,5,96,2,26,3,67,3,41,16,101,2,22,2,84,2,37,4,30,0,3,3,27,17,47,30,0,2,6,20,23,46,31,2,40,44,8,2,31,0,6,16,22,52,31,0,20,35,26,15,73,9,38,7,73,20,19,15,73,18,24,12,34,0,67,26,101,0,10,16,118,0,0,0,1,0,1,1,6,51,0,1,12,5,6,4,1,9,8,0,4,7,2,1,3,13,35,1,36,55,0,0,35,0,3,26,21,25,14,3,0,35,5,53,27,7,35,4,27,34,25,2,0,6.253731343283582,6.72927409201898,2.875,1.9849980834510514,12.692682926829269,4.999871121494709,2.255813953488372,0.9602211327621412
BY,BLR,Belarus,2021-02-10,2021-02-10,143,4,246828.11518155178,3,223693.7155638803,102,136,4755980.878770549,103,7,7,129,8,24,111,7,7,129,3,60,80,4,52,87,8,20,115,7,15,121,6,18,119,7,3,133,7,5,131,6,21,116,7,27,109,7,9,127,5,45,93,136,0,4,3,119,2,10,12,136,1,4,2,83,3,18,39,91,3,23,26,123,2,9,9,128,0,9,6,125,3,11,4,140,0,1,2,138,0,4,1,122,0,11,10,116,2,12,13,134,1,5,3,98,3,14,28,7,0,46,90,100,0,16,27,10,1,67,65,76,1,7,59,136,1,5,1,136,5,2,0,138,0,2,3,0,19,0,42,82,11,2,1,127,2,142,0,0,0,1,142,0,0,1,12,0,26,34,27,44,16,14,21,60,32,143,16,17,42,36,32,16,14,7,34,72,16,17,1,18,91,16,13,39,36,39,99,22,22,99,32,12,99,32,12,99,42,2,99,29,15,99,36,8,99,44,0,99,44,0,99,38,6,0,116,0,20,7,116,0,17,10,116,0,25,2,116,0,24,3,116,0,13,14,116,0,20,7,116,0,25,2,116,0,27,116,0,25,2,0,109,0,17,17,109,0,26,8,109,0,33,1,109,0,31,3,109,0,12,22,109,0,32,2,109,0,32,2,109,0,34,0,109,0,33,1,0,142,1,0,142,1,0,142,0,1,142,1,142,1,0,142,1,0,142,1,0,142,1,142,1,0,0,127,1,10,5,127,1,15,0,127,1,10,5,127,1,12,3,127,1,10,5,127,1,11,4,127,1,15,0,15,0,55,46,15,12,15,4,117,7,15,4,118,6,15,4,123,1,15,4,119,5,15,4,99,25,15,4,122,2,15,4,117,7,15,4,117,7,15,4,110,14,15,4,51,73,88,0,2,53,40,0,33,70,0,0,0,102,22,2,17,102,20,8,13,102,20,10,11,102,12,18,11,102,21,8,12,102,18,10,13,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,15,7,69,52,15,10,93,25,15,25,30,73,15,13,61,54,15,24,23,81,15,11,52,65,18,0,79,46,64,0,40,22,8,9,20,2,0,20,51,50,20,4,118,1,25,0,26,92,25,0,77,26,6,6,1,2,25,0,38,17,25,38,25,2,9,48,46,13,143,27,0,15,99,2,27,1,17,96,2,74,2,60,7,51,4,83,5,113,1,25,4,82,3,41,17,120,2,19,2,91,2,46,4,30,0,3,5,21,34,50,30,0,1,12,26,32,42,32,1,40,57,10,3,32,0,6,23,25,57,32,0,25,46,30,10,75,14,40,14,75,24,19,25,75,19,31,18,37,2,70,34,109,0,14,20,129,0,0,0,2,2,0,2,8,59,0,2,12,7,3,1,3,5,17,1,1,6,1,2,7,16,38,0,50,54,0,1,38,0,6,14,40,28,14,3,0,40,4,64,31,4,40,3,21,43,29,6,1,7.659090909090909,8.652800176139067,2.6176470588235294,2.015315688968656,12.458762886597938,5.556373078451589,2.2783505154639174,1.1879803242727156
BY,BLR,Belarus,2021-02-11,2021-02-11,137,3,109461.991534535,2,67721.5083621212,99,128,4780576.93813667,97,3,4,130,1,20,116,1,7,129,2,56,79,1,45,91,1,29,107,0,20,117,2,11,124,2,3,132,1,7,129,2,20,115,2,38,97,2,10,125,2,40,95,133,0,3,1,117,0,9,11,130,0,2,5,81,6,17,33,92,4,18,23,108,4,14,11,117,2,8,10,126,0,9,2,134,0,2,1,130,1,4,2,117,1,12,7,99,4,12,22,127,1,5,4,97,3,21,16,9,0,47,81,92,1,21,23,11,1,64,61,74,1,10,52,127,5,4,1,127,3,6,1,134,0,3,0,0,24,2,34,77,13,0,0,124,0,137,0,0,0,0,137,0,0,0,15,0,13,38,30,41,20,8,23,52,34,137,20,9,26,52,30,20,9,11,34,63,20,10,4,18,85,20,8,29,56,24,99,15,23,99,26,12,99,30,8,99,34,4,99,18,20,99,35,3,99,38,0,99,38,0,99,36,2,0,107,0,15,15,107,0,22,8,107,0,28,2,107,0,27,3,107,0,15,15,107,0,25,5,107,0,30,0,107,0,30,107,0,27,3,0,99,0,20,18,99,0,29,9,99,0,35,3,99,0,37,1,99,0,18,20,99,0,31,7,99,0,34,4,99,0,38,0,99,0,38,0,0,137,0,0,137,0,0,137,0,0,137,0,137,0,0,137,0,0,137,0,0,137,0,137,0,0,0,124,1,8,4,124,1,10,2,124,1,10,2,124,1,8,4,124,1,8,4,124,1,7,5,124,1,12,0,21,0,40,52,20,4,21,0,113,3,21,0,112,4,21,0,114,2,21,0,115,1,21,0,93,23,21,0,104,12,21,0,102,14,21,0,105,11,21,0,101,15,21,0,53,63,67,0,4,66,39,0,27,71,0,0,0,104,14,7,12,104,20,3,10,104,16,8,9,104,14,9,10,104,17,5,11,104,17,5,11,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,22,6,50,59,22,6,86,23,22,13,26,76,22,10,53,52,22,9,22,84,22,8,37,70,22,0,71,44,66,0,42,15,9,5,24,0,3,11,40,59,24,0,113,0,27,0,33,77,27,0,70,25,7,5,0,3,27,0,35,22,22,31,27,1,21,40,33,15,137,27,0,13,96,1,27,0,18,90,2,87,1,45,4,51,1,83,2,111,1,22,3,84,1,25,27,115,0,16,6,100,1,36,0,29,0,2,10,19,27,50,29,0,1,8,25,32,42,30,1,34,57,11,4,30,1,4,16,26,60,30,0,21,45,23,18,71,2,53,11,71,24,15,27,71,21,27,18,30,0,66,41,96,0,18,23,119,0,0,0,0,2,2,0,14,53,0,2,15,5,5,1,7,11,12,0,2,4,0,3,3,14,37,2,29,68,0,1,37,0,2,20,30,28,17,3,0,39,2,51,32,13,39,1,18,48,24,5,2,6.227848101265823,7.67104005766979,2.5294117647058822,1.3311033044546636,12.942708333333334,5.325148770675292,2.305263157894737,0.9461420455918499
