ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1.0,V6_1.1,V6_2..99,V6_2.0,V6_2.1,V6_3..99,V6_3.0,V6_3.1,V6_4..99,V6_4.0,V6_4.1,V6_5..99,V6_5.0,V6_5.1,V6_6..99,V6_6.0,V6_6.1,V6_7..99,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AE,ARE,United Arab Emirates,2021-02-06,2021-02-06,275,2,86173.0879370977,0,0,119,264,6155390.038544671,185,2,4,269,2,23,250,2,6,267,2,20,253,2,25,248,0,36,239,4,18,253,2,7,266,2,5,268,2,7,266,2,9,264,3,40,232,2,5,268,2,31,242,271,1,2,1,252,0,10,13,269,0,1,5,255,1,4,15,250,0,5,20,239,3,11,22,257,0,7,11,268,0,2,5,270,0,3,2,268,1,4,2,266,1,3,5,235,2,14,24,270,0,2,3,244,0,10,21,10,1,55,209,226,0,16,33,18,3,200,54,75,0,106,94,169,0,16,87,3,169,0,60,44,2,216,1,19,37,2,129,1,18,127,25,1,140,106,3,135,0,64,75,1,210,0,2,61,2,166,0,49,28,21,11,172,7,43,36,17,275,172,5,49,33,16,172,4,43,40,16,172,6,12,30,55,172,4,59,32,8,264,9,2,264,9,2,264,10,1,264,9,2,264,7,4,264,11,0,264,11,0,264,11,0,264,6,5,0,254,9,12,254,16,5,254,17,4,254,19,2,254,7,14,254,18,3,254,21,0,254,21,0,254,19,2,0,250,0,12,13,250,0,22,3,250,0,24,1,250,0,24,1,250,0,11,14,250,0,22,3,250,0,22,3,250,0,25,0,250,0,23,2,0,273,1,1,0,273,1,1,0,273,1,1,0,273,1,1,0,273,1,1,0,273,1,0,1,273,1,1,0,273,1,1,0,273,1,1,0,0,270,5,0,270,4,1,270,2,3,270,3,2,270,3,2,270,3,2,270,3,2,33,0,60,50,61,71,36,5,214,20,36,5,230,4,36,5,230,4,36,5,209,25,36,5,203,31,36,5,233,1,36,5,226,8,36,5,232,2,36,5,210,24,36,5,77,157,215,0,1,59,88,0,42,145,0,0,0,261,4,0,10,261,4,0,10,261,4,3,7,261,2,5,7,261,3,1,10,261,4,1,9,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,38,13,118,106,38,11,157,69,38,18,122,97,38,14,91,132,38,21,32,184,38,17,46,174,42,0,83,150,192,0,53,13,6,11,44,0,0,10,76,145,44,0,230,1,50,0,66,159,50,0,191,22,2,2,0,8,50,1,87,42,38,57,51,2,83,87,36,16,275,52,0,31,181,11,55,1,26,178,15,157,4,111,3,119,3,147,6,154,4,111,6,185,3,68,19,243,2,25,5,229,3,39,4,60,1,2,8,31,39,134,60,1,6,13,38,41,116,66,2,67,69,35,36,66,4,16,31,44,114,66,2,40,58,45,64,179,6,76,14,179,15,37,44,179,10,42,44,72,0,125,78,197,0,34,44,247,2,7,0,5,0,1,2,11,124,1,0,17,8,12,4,8,11,10,1,4,18,1,8,8,40,85,3,129,58,0,0,85,0,10,56,68,39,12,4,1,88,3,145,22,17,88,2,64,63,27,16,15,3.5666666666666664,3.197787156242456,2.5,1.7840759034492597,14.26923076923077,5.103247634750783,2.9611111111111112,1.7730568524755461
AE,ARE,United Arab Emirates,2021-02-07,2021-02-07,299,3,37664.9410947866,0,0,104,286,5599968.135317164,198,3,8,288,3,19,277,2,11,286,3,41,255,3,31,265,2,39,258,4,15,280,3,9,287,3,10,286,3,7,289,3,10,286,3,39,257,3,9,287,3,43,253,291,1,1,6,280,0,10,9,288,1,4,6,258,1,17,23,268,0,15,16,260,0,17,22,284,1,7,7,290,1,4,4,289,1,5,4,292,0,6,1,289,1,7,2,260,0,11,28,290,0,3,6,256,1,17,25,12,1,50,236,251,0,17,31,15,5,213,66,88,0,117,94,182,0,13,103,1,182,0,65,51,1,234,0,22,41,2,139,3,26,131,21,3,169,104,2,130,1,78,89,1,220,0,7,71,1,190,0,46,30,24,9,200,8,41,33,17,299,200,4,46,32,17,200,6,49,30,14,200,5,11,27,56,200,3,53,26,17,290,8,1,290,8,1,290,8,1,290,8,1,290,4,5,290,7,2,290,9,0,290,9,0,290,6,3,0,276,12,11,276,16,7,276,20,3,276,21,2,276,12,11,276,15,8,276,22,1,276,23,0,276,20,3,0,272,0,13,14,272,0,20,7,272,0,25,2,272,0,24,3,272,0,8,19,272,0,17,10,272,0,25,2,272,0,27,0,272,0,23,4,0,298,0,1,0,298,0,1,0,298,0,1,0,298,0,1,0,298,0,0,1,298,0,1,0,298,0,1,0,298,0,1,0,298,0,1,0,0,293,6,0,293,1,5,293,4,2,293,2,4,293,4,2,293,5,1,293,6,0,34,1,53,43,84,84,35,8,234,22,35,8,252,4,35,8,253,3,35,8,239,17,35,8,215,41,35,8,254,2,35,8,251,5,35,8,253,3,35,8,226,30,35,8,84,172,228,0,3,68,100,0,50,149,0,0,0,276,6,4,13,276,7,3,13,276,5,8,10,276,6,6,11,276,7,5,11,276,5,5,13,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,299,0,0,0,42,8,141,108,42,10,178,69,42,10,140,107,42,8,121,128,42,12,31,214,42,12,43,202,46,0,97,156,202,0,66,16,7,8,49,2,1,9,85,153,49,0,249,1,57,1,76,165,57,2,208,22,1,0,1,8,57,3,102,49,47,41,59,2,81,107,41,9,299,62,0,36,192,9,66,2,32,181,18,158,2,133,6,121,5,171,2,159,4,131,5,178,5,98,18,268,2,26,3,256,2,40,1,73,0,2,6,38,38,142,73,0,2,14,37,44,129,78,2,61,82,48,28,78,1,13,24,49,134,78,0,41,55,61,64,206,8,72,13,206,19,34,40,206,14,41,38,84,0,129,86,213,0,31,55,269,1,8,1,6,0,2,1,11,140,0,2,16,18,14,4,5,14,3,0,7,20,3,7,9,37,93,3,133,69,1,0,93,1,11,73,61,37,17,4,2,99,10,158,21,11,99,6,76,56,32,11,19,3.662921348314607,2.750800793424935,2.255813953488372,1.4157788241276543,13.893673469387755,5.316799574788578,2.9946524064171123,1.6181009917150844
AE,ARE,United Arab Emirates,2021-02-08,2021-02-08,310,2,25308.676145545,2,25308.676145545,121,301,6171657.051598449,211,1,4,305,1,28,281,3,5,302,1,46,263,0,30,280,0,44,266,2,18,290,1,8,301,2,6,302,1,10,299,1,20,289,2,53,255,1,10,299,0,40,270,306,0,2,2,282,3,12,13,305,1,2,2,264,3,13,30,280,1,7,22,266,4,19,21,292,2,7,9,302,1,4,3,304,0,4,2,300,2,4,4,290,2,9,9,257,4,18,31,300,1,4,5,270,2,20,18,9,0,50,251,261,2,19,28,12,6,216,76,96,2,103,109,207,0,12,88,3,207,0,51,52,0,259,0,17,32,2,128,2,28,152,19,4,144,143,0,167,1,65,77,0,244,1,4,61,0,164,1,64,37,33,11,170,5,66,51,18,310,170,4,62,42,32,170,5,59,57,19,170,7,27,29,77,170,4,81,40,15,299,5,6,299,11,0,299,6,5,299,10,1,299,7,4,299,9,2,299,11,0,299,11,0,299,8,3,0,278,15,17,278,23,9,278,31,1,278,29,3,278,10,22,278,23,9,278,31,1,278,31,1,278,29,3,0,273,0,17,20,273,0,22,15,273,0,36,1,273,0,36,1,273,0,8,29,273,0,30,7,273,0,35,2,273,0,37,0,273,0,33,4,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,0,304,6,0,304,2,4,304,1,5,304,2,4,304,2,4,304,4,2,304,6,0,31,1,71,58,80,69,40,13,241,16,40,13,255,2,40,13,253,4,40,13,230,27,40,13,219,38,40,13,252,5,40,13,253,4,40,13,245,12,40,13,225,32,40,13,98,159,229,1,2,78,98,1,52,159,0,0,0,283,9,5,13,283,9,4,14,283,10,5,12,283,7,7,13,283,9,9,9,283,10,7,10,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,46,11,122,131,46,13,166,85,46,13,115,136,46,12,95,157,46,17,18,229,46,17,45,202,53,0,82,175,228,0,61,15,3,3,57,1,3,17,85,147,57,0,251,2,63,3,71,173,63,0,206,29,0,2,1,9,63,2,93,54,64,34,64,1,74,117,42,12,310,65,1,31,210,3,69,2,21,202,16,190,2,114,4,146,1,158,5,196,1,107,6,216,1,75,18,294,1,14,1,265,1,40,4,73,0,6,8,34,44,145,73,1,7,17,36,42,134,85,1,76,77,44,27,85,1,17,15,64,128,85,0,40,53,66,66,217,6,78,9,217,20,37,36,217,19,37,37,88,1,123,98,212,0,40,58,274,0,10,2,5,2,2,3,12,151,0,1,10,12,15,6,8,18,6,0,6,18,1,8,8,42,95,5,132,75,0,3,95,0,16,82,65,31,13,8,0,98,7,172,20,13,98,4,71,65,34,23,15,3.1981981981981984,3.354291199533733,2.577777777777778,1.4692126662215579,14.290640394088669,4.606201274578066,2.82089552238806,1.5709109440161944
AE,ARE,United Arab Emirates,2021-02-09,2021-02-09,287,3,93967.84432255126,2,9214.693307333751,111,280,6920606.211555504,188,6,3,278,7,16,264,6,6,275,6,34,247,6,21,260,5,33,249,7,9,271,5,6,276,4,7,276,5,5,277,7,11,269,5,39,243,8,4,275,7,34,246,284,1,2,0,271,1,10,5,281,0,4,2,253,2,14,18,266,0,7,14,254,1,15,17,278,0,5,4,281,1,3,2,280,1,2,4,282,0,5,0,276,0,4,7,248,1,15,23,283,0,3,1,253,0,16,18,6,1,53,227,238,0,20,29,14,1,216,56,71,1,104,111,183,0,6,95,3,183,0,54,48,2,234,0,18,35,0,122,1,28,136,19,1,139,126,2,149,2,65,71,0,220,2,12,53,0,159,1,54,37,24,12,165,8,50,45,19,287,165,8,58,33,23,165,10,55,36,21,165,8,16,38,60,165,8,72,27,15,275,5,7,275,8,4,275,8,4,275,10,2,275,6,6,275,10,2,275,11,1,275,12,0,275,10,2,0,263,8,16,263,17,7,263,21,3,263,24,0,263,6,18,263,18,6,263,23,1,263,24,0,263,19,5,0,251,0,23,13,251,0,28,8,251,0,35,1,251,0,36,0,251,0,19,17,251,0,29,7,251,0,33,3,251,0,36,0,251,0,28,8,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,0,279,8,0,279,5,3,279,6,2,279,6,2,279,7,1,279,5,3,279,6,2,30,2,54,55,77,69,33,6,227,21,33,6,241,7,33,6,243,5,33,6,227,21,33,6,210,38,33,6,241,7,33,6,238,10,33,6,235,13,33,6,227,21,33,6,81,167,214,1,4,68,96,1,47,143,0,0,0,260,7,6,14,260,8,3,16,260,7,5,15,260,6,6,15,260,9,3,15,260,9,0,18,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,287,0,0,0,39,5,140,103,39,4,157,87,39,9,120,119,39,8,112,128,39,11,21,216,39,9,46,193,44,0,81,162,206,1,52,17,6,5,46,1,2,20,86,132,46,1,239,1,52,0,70,165,52,0,196,22,1,1,0,15,52,1,93,52,40,49,53,1,81,103,38,11,287,57,0,22,199,9,59,0,20,182,26,150,5,126,6,134,4,146,3,169,2,111,5,179,2,91,15,267,3,14,3,241,3,42,1,62,2,2,6,37,44,134,62,0,1,14,33,53,124,69,2,63,60,63,30,69,0,11,27,54,126,69,0,32,52,64,70,204,5,67,11,204,18,24,41,204,21,23,39,75,1,122,89,198,0,37,52,256,1,7,2,6,0,0,1,14,134,0,1,13,14,11,5,7,14,1,0,4,19,2,3,8,51,87,4,125,69,1,1,87,0,8,76,71,32,11,2,0,95,5,146,23,18,95,2,75,54,32,9,20,3.031578947368421,2.796093899965524,2.380952380952381,1.5133935530646374,13.968421052631578,5.146432743221932,3.0934065934065935,1.6544132974049501
AE,ARE,United Arab Emirates,2021-02-10,2021-02-10,279,3,53520.22023435821,1,14111.6316653692,85,268,5687876.562839126,188,2,4,273,1,21,257,2,5,272,2,33,244,1,32,246,2,32,245,1,16,262,2,15,262,2,6,271,2,9,268,1,8,270,1,34,244,2,6,271,2,38,239,275,0,2,2,258,0,10,11,274,0,3,2,246,1,10,22,247,1,9,22,247,1,11,20,263,0,7,9,264,1,10,4,273,0,2,4,270,0,3,6,271,0,3,5,245,0,10,24,273,0,5,1,241,0,16,22,10,1,45,223,237,0,14,28,15,1,208,55,72,3,102,102,177,0,8,92,2,177,0,57,43,2,222,0,17,34,6,123,0,22,134,20,0,141,116,2,138,1,59,81,0,219,0,9,51,0,161,0,64,23,23,8,167,5,50,42,15,279,167,6,59,33,14,167,2,57,40,13,167,6,25,27,54,167,6,70,25,11,271,5,3,271,7,1,271,6,2,271,6,2,271,5,3,271,6,2,271,7,1,271,8,0,271,6,2,0,256,12,11,256,16,7,256,22,1,256,20,3,256,7,16,256,21,2,256,23,0,256,23,0,256,17,6,0,257,1,12,9,257,1,17,4,257,1,20,1,257,1,21,0,257,1,10,11,257,1,15,6,257,1,21,0,257,1,21,0,257,1,18,3,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,0,275,4,0,275,1,3,275,3,1,275,2,2,275,2,2,275,3,1,275,2,2,28,2,54,55,57,83,33,10,216,20,33,10,230,6,33,10,232,4,33,10,212,24,33,10,197,39,33,10,231,5,33,10,230,6,33,10,227,9,33,10,216,20,33,10,78,158,215,0,3,61,90,0,48,141,0,0,0,259,6,5,9,259,8,1,11,259,7,6,7,259,6,7,7,259,7,3,10,259,7,4,9,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,38,3,132,106,38,3,145,93,38,7,107,127,38,5,99,137,38,10,32,199,38,9,47,185,45,0,84,150,195,1,54,17,9,3,46,0,0,17,81,135,46,0,231,2,50,0,65,164,50,0,188,27,4,2,0,8,50,0,95,40,51,43,51,0,78,98,38,14,279,54,1,22,193,9,58,1,25,181,14,150,1,127,1,136,2,140,1,174,0,101,4,183,1,84,11,248,0,30,1,234,1,43,1,62,0,3,10,29,44,131,62,1,4,21,32,42,117,68,2,75,58,46,30,68,2,17,25,55,112,68,1,47,56,49,58,176,5,87,11,176,16,40,47,176,18,47,38,70,1,120,88,191,0,39,49,248,1,2,2,10,1,0,4,11,130,0,1,16,14,10,5,18,11,11,0,5,8,1,5,3,41,84,3,129,63,0,0,84,0,11,66,66,32,17,2,1,90,1,150,25,13,90,2,66,58,28,16,19,3.3737373737373737,3.3307039722454785,2.2903225806451615,1.4420713895203379,14.042328042328043,4.894450491650731,2.9850828729281766,1.5442540877518722
AE,ARE,United Arab Emirates,2021-02-11,2021-02-11,283,2,29207.467479419,1,12825.0430247379,120,274,7136493.0824581515,200,0,5,278,0,22,261,0,5,278,0,32,251,0,28,255,0,35,248,0,16,267,1,4,278,0,8,275,0,3,280,0,14,269,0,29,254,0,3,280,1,38,244,278,1,4,0,261,1,15,6,278,0,3,2,251,1,13,18,255,2,10,16,248,1,14,20,267,2,7,7,279,0,2,2,275,0,8,0,280,0,2,1,269,1,6,7,254,1,9,19,280,0,2,1,245,1,21,16,9,0,54,220,231,0,19,33,13,4,216,50,67,4,103,109,180,0,13,90,0,180,0,54,48,1,230,0,12,39,2,124,1,28,130,19,2,150,111,1,134,1,55,91,2,225,0,9,48,1,169,1,50,30,23,10,170,5,50,40,18,283,170,4,62,30,17,170,5,60,31,17,170,5,16,32,60,170,5,65,32,11,273,6,4,273,10,0,273,9,1,273,10,0,273,6,4,273,9,1,273,10,0,273,10,0,273,6,4,0,261,8,14,261,17,5,261,20,2,261,22,0,261,4,18,261,19,3,261,20,2,261,22,0,261,20,2,0,253,0,17,13,253,0,18,12,253,0,26,4,253,0,25,5,253,0,14,16,253,0,18,12,253,0,28,2,253,0,30,0,253,0,25,5,0,282,0,1,0,282,0,1,0,282,0,1,0,282,0,1,0,282,0,1,0,282,0,1,0,282,0,0,1,282,0,1,0,282,0,1,0,0,276,7,0,276,6,1,276,4,3,276,4,3,276,6,1,276,6,1,276,3,4,23,0,52,52,63,93,28,11,228,16,28,11,240,4,28,11,241,3,28,11,222,22,28,11,208,36,28,11,239,5,28,11,237,7,28,11,242,2,28,11,222,22,28,11,76,168,198,0,3,82,83,0,46,154,0,0,0,259,10,3,11,259,11,1,12,259,8,7,9,259,7,10,7,259,11,4,9,259,12,2,10,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,33,8,107,135,33,10,133,107,33,9,91,150,33,15,80,155,33,13,15,222,33,11,35,204,38,0,68,177,215,0,46,13,8,1,43,0,2,16,83,139,43,3,234,3,46,3,58,176,46,0,198,24,4,1,1,9,46,0,119,41,41,36,50,2,79,115,30,7,283,53,0,29,192,9,53,0,16,197,17,176,3,101,3,150,2,130,1,192,1,89,1,203,1,63,16,268,1,13,1,248,0,34,1,59,0,2,5,32,37,148,59,0,5,15,35,42,127,62,1,76,77,40,27,62,0,12,23,61,125,62,0,35,68,45,73,180,4,82,17,180,20,30,53,180,21,30,52,64,0,118,101,182,0,39,62,248,1,10,0,3,0,3,2,16,133,0,2,14,16,12,6,10,13,6,1,5,21,2,13,3,26,76,1,121,83,0,2,76,0,17,75,61,41,9,4,0,83,3,162,22,13,83,0,72,70,36,16,6,3.310679611650485,2.704495626253327,2.466666666666667,1.9021518914592015,14.941326530612244,4.772020619757953,2.717277486910995,1.597255844604136
