"Country","Cookie","Count"
"Ireland","jr1yiq1u1kmb0tqakg",3
"Ireland","x7owo3aicgkb6izwlk",3
"Ireland","x8r0gx6hzs3e4immha",3
"Ireland","0lus9akd01kvf671gg",2
"Ireland","am34somqt1kb8h0mqq",2
"Ireland","q4t2gilc7p8mkee1jb",2
"Ireland","ssu98927n2nedkjn2t",2
"Ireland","08d8qqo27lkagpqsfa",1
"Ireland","39lmpkxztnkb2opwsn",1
"Ireland","675b3e7vpx3pm714dr",1
"Ireland","7rmfar10d4ka6ohpiv",1
"Ireland","c7z5kga93hkb4yko2n",1
"Ireland","e2u58xoqjhtsc55l44",1
"Ireland","gii3c8z0zl0kng3bki",1
"Ireland","iljoc2if8xkf3b8jfg",1
"Ireland","jftidj5wxgka6nrloc",1
"Ireland","mr6ai5sjj4kb85zl43",1
"Ireland","mwv6j6l4nogpid95kt",1
"Ireland","nb04m6uomw5pw8gtw4",1
"Ireland","nelcc9jjt60vsmmmgb",1
"Ireland","nz0jl1lcwlaqbhpq9n",1
"Ireland","qil7pfn01okb9j2znf",1
"Ireland","qnvly77mgi5qzzb09a",1
"Ireland","sruav1lr4lp8j15rw0",1
"Ireland","tytretphmgew0zytmx",1
"Ireland","up8vsge4o8yatm1hfo",1
"Ireland","vuydji6jbjkb6ax8mu",1
