"Country","Cookie","Count"
"Portugal","2snxyznrl4kb3lxppx",13
"Portugal","b3rbfm6bp0vfthzrii",8
"Portugal","g8omm1eui4r4c6rzhr",8
"Portugal","ljd9uh7phfcg6nyiio",8
"Portugal","psp53xxnpyzsj9qzhf",8
"Portugal","v85nuar7akxs02fdjt",8
"Portugal","vhw43fkrokt33hey9m",8
"Portugal","y07o1i21yl8b797k8o",8
"Portugal","y5k6tr98o74d5v74x8",8
"Portugal","1u5rp9szzp1pruynrz",7
"Portugal","3m6a54ckqmlhlk7fk8",7
"Portugal","9tseq9cvght5cqpkdf",7
"Portugal","bqy2759vvgajmck94k",7
"Portugal","erq1ln3oc6sgfqzjhu",7
"Portugal","gatkzcthgd3c6smv2t",7
"Portugal","gy0ux2hpipwalxkvp0",7
"Portugal","kj4uu6mmbpg1oykmdr",7
"Portugal","kntbm88phjzjaypjsq",7
"Portugal","q82mk6izc3oafuonex",7
"Portugal","w0eqh07asp0jzboypb",7
"Portugal","w9dkoijr4wtdqbd9zm",7
"Portugal","0bvwmw34y2m11m10rw",6
"Portugal","0hva2mpw5brl9m25dm",6
"Portugal","0yzp954r4xlfaavrcd",6
"Portugal","2chcf02ko47vofxv9o",6
"Portugal","2m7a120rn2rylvhn5k",6
"Portugal","4y9k8y1cqcszpa0voz",6
"Portugal","71difne6ppe15sn1fb",6
"Portugal","7lvnzy8s5n9cfq9upu",6
"Portugal","8b1z0jzwzk24ivgp95",6
"Portugal","8bjib3kf2pprlcblk8",6
"Portugal","8ig27eqs0hdp42pdc3",6
"Portugal","buk983ef88vkwe5i24",6
"Portugal","c2g7xq4bg686bb89s9",6
"Portugal","crwythfee8a1znxiaf",6
"Portugal","dcs5wlrvkjljuemrsi",6
"Portugal","e10m7gfs4np9hp4ltr",6
"Portugal","ejuoyyxwhsiifdx449",6
"Portugal","fovqlms5ao0i6svu70",6
"Portugal","g5kqxdjlnh8hs6m206",6
"Portugal","gxucgjbtjekbhqadi0",6
"Portugal","j06btfrg6e7rd0pbie",6
"Portugal","j2p9sqvn1e4c5pa99r",6
"Portugal","krkehagdzf1rqt9tg4",6
"Portugal","lahhfbh0nlzp1fjxkx",6
"Portugal","m4ujhwju4fii6ttxxi",6
"Portugal","mp9bj00g9hlfflybuh",6
"Portugal","qsp6z5grb0th3ujjz5",6
"Portugal","rik3au3fqfudkpdlxu",6
"Portugal","yrwlrawqb0029ut5i",6
"Portugal","zrnq3gi5xg369cswl4",6
"Portugal","054d47mmae6satm8nf",5
"Portugal","13jm5dvikdjvpfncbw",5
"Portugal","21ps0ouyr9eyjro2d7",5
"Portugal","2v803ws0x9tn7ujpuj",5
"Portugal","35el1biiw1ye6dhjso",5
"Portugal","3uf1g81ldwkb6is50o",5
"Portugal","4mqu0mnw7vc4290udz",5
"Portugal","5kbxvhz6hvqcukwvld",5
"Portugal","5kskpijxbzcjrhyejf",5
"Portugal","5l8o0u65qpskzv8tjd",5
"Portugal","6ezkf7gkje44epgfwe",5
"Portugal","70601idhvxc3snvjpi",5
"Portugal","824zodbutcm32ocggb",5
"Portugal","8ufvudsmlh2hfvw6ar",5
