"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-15,23797.1468521354,NA,NA,NA,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-16,24673.143730859,NA,NA,NA,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-17,27095.3815950758,NA,NA,NA,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-18,29922.0007372763,NA,NA,NA,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-19,32889.0658595944,NA,NA,NA,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-20,36012.3391013987,NA,NA,NA,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-21,39453.4878348028,NA,5949.28671303384,1784.78601391015,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-22,43895.1113368671,NA,6168.28593271474,1850.48577981442,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-23,46247.6303887456,NA,6773.84539876895,2032.15361963068,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-24,50194.4500658116,NA,7480.50018431907,2244.15005529572,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-25,54574.2791460473,NA,8222.2664648986,2466.67993946958,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-26,59105.9953905196,NA,9003.08477534967,2700.9254326049,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-27,63786.2977814607,NA,9863.3719587007,2959.01158761021,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-28,68753.6611222892,237.971468521354,10973.7778342168,3292.13335026503,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-01,74664.0740607248,246.73143730859,11561.9075971864,3468.57227915592,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-02,78391.3119175529,270.953815950758,12548.6125164529,3764.58375493587,12,3,3,2,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-03,83617.5763858091,299.220007372763,13643.5697865118,4093.07093595355,12,3,3,2,4,0,0,0,0,0,0,0,0
