"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2024-01-01","United Kingdom","GB","England","GBENG","en",45,35,25,,0,0,,,,,0,,,1,,,20,,,,,,,,"limesurvey-132145","fuja4da2k49e2qcxih",20240101
"2024-01-01","United Kingdom","GB","England","GBENG","en",100,60,15,,,2,,,,,0,,,,,,80,,,,,,,,"limesurvey-132134","vqftir82pizxzxjmf9",20240101
"2024-01-01","United Kingdom","GB","England","GBENG","en",20,19,12,,0,2,,,,,0,,,0,,,18,,,,,,,,"limesurvey-132163","681bcs3b6rezk5wrpf",20240101
"2024-01-01","United Kingdom","GB","Scotland","GBSCT","en",20,7,5,,0,0,,,,,0,,,0,,,20,,,,,,,,"limesurvey-132118","g8fwkk37giukai6j7r",20240101
"2024-01-01","United Kingdom","GB","England","GBENG","en",15,3,5,,0,0,,,,,0,,,1,,,10,,,,,,,,"limesurvey-132156","2yj42smpqtj7wylxe2",20240101
"2024-01-01","United Kingdom","GB","England","GBENG","en",25,7,10,,0,0,,,,,0,,,0,,,25,,,,,,,,"limesurvey-132167","ybr5p2mgofzvc8ux7",20240101
"2024-01-01","United Kingdom","GB","England","GBENG","en",10,8,2,,0,0,,,,,0,,,0,,,15,,,,,,,,"limesurvey-132191","ss9utg26nc9xzzqhty",20240101
"2024-01-01","United Kingdom","GB","England","GBENG","en",20,18,4,,,2,,,,,0,,,,,,12,,,,,,,,"limesurvey-132164","8bld4ek3bkiuwlkqpv",20240101
"2024-01-01","United Kingdom","GB","England","GBENG","en",11,4,10,,1,0,,,,,0,,,1,,,8,,,,,,,,"limesurvey-132212","lhxc3gfrtro6ildd08",20240101
"2024-01-01","United Kingdom","GB","England","GBENG","en",40,8,7,,1,0,,,,,0,,,0,,,40,,,,,,,,"limesurvey-132216","85v7k2suj9sgf3cqov",20240101
"2024-01-01","United Kingdom","GB","Wales; Cymru","GBWLS","en",12,3,12,,0,0,,,,,0,,,0,,,12,,,,,,,,"limesurvey-132199","s3rb2w3zz847kyo5y0",20240101
